-11.133438, 1.294562, -0.000492, 0.008102
-11.133446, 1.294562, -0.000492, 0.000303
-11.133446, 1.294562, -0.000492, 0.007661
-11.133439, 1.294562, -0.000492, 0.000150
-11.133439, 1.294562, -0.000492, 0.010099
-11.133447, 1.294562, -0.000492, 0.003890
-11.133451, 1.294562, -0.000492, 0.004925
-11.133445, 1.294562, -0.000492, 0.004567
-11.133450, 1.294562, -0.000492, 0.003104
-11.133446, 1.294562, -0.000492, 0.005181
-11.133452, 1.294562, -0.000492, 0.003088
-11.133449, 1.294562, -0.000492, 0.005046
-11.133454, 1.294562, -0.000492, 0.003234
-11.133450, 1.294562, -0.000492, 0.004880
-11.133456, 1.294562, -0.000492, 0.004163
-11.133452, 1.294562, -0.000492, 0.002909
-11.133455, 1.294562, -0.000492, 0.005435
-11.133449, 1.294562, -0.000492, 0.004571
-11.133452, 1.294562, -0.000492, 0.001254
-11.133450, 1.294562, -0.000492, 0.010103
-11.133458, 1.294562, -0.000492, 0.003785
-11.133466, 1.294562, -0.000492, 0.014006
-11.133457, 1.294562, -0.000492, 0.008830
-11.133453, 1.294562, -0.000492, 0.005177
-11.133449, 1.294562, -0.000492, 0.001284
-11.133451, 1.294562, -0.000492, 0.007062
-11.133443, 1.294562, -0.000492, 0.002105
-11.133444, 1.294562, -0.000492, 0.004368
-11.133440, 1.294562, -0.000492, 0.003756
-11.133444, 1.294562, -0.000492, 0.004876
-11.133439, 1.294562, -0.000492, 0.002804
-11.133443, 1.294562, -0.000492, 0.007068
-11.133436, 1.294562, -0.000492, 0.000685
-11.133437, 1.294562, -0.000492, 0.008295
-11.133429, 1.294562, -0.000492, 0.000868
-11.133429, 1.294562, -0.000492, 0.007027
-11.133437, 1.294562, -0.000492, 0.002239
-11.133435, 1.294562, -0.000492, 0.004356
-11.133439, 1.294562, -0.000492, 0.004193
-11.133435, 1.294562, -0.000492, 0.004169
-11.133440, 1.294562, -0.000492, 0.004927
-11.133435, 1.294562, -0.000492, 0.002860
-11.133438, 1.294562, -0.000492, 0.005735
-11.133433, 1.294562, -0.000492, 0.001491
-11.133434, 1.294562, -0.000492, 0.007440
-11.133427, 1.294562, -0.000492, 0.000756
-11.133428, 1.294562, -0.000492, 0.007529
-11.133421, 1.294562, -0.000492, 0.000343
-11.133421, 1.294562, -0.000492, 0.008588
-11.133412, 1.294562, -0.000492, 0.000142
-11.133412, 1.294562, -0.000492, 0.007208
-11.133405, 1.294562, -0.000492, 0.001101
-11.133406, 1.294562, -0.000492, 0.009140
-11.133391, 1.294562, -0.000492, 0.004835
-11.133395, 1.294562, -0.000492, 0.001749
-11.133394, 1.294562, -0.000492, 0.003157
-11.133396, 1.294562, -0.000492, 0.003364
-11.133393, 1.294562, -0.000492, 0.003974
-11.133398, 1.294562, -0.000492, 0.005963
-11.133393, 1.294562, -0.000492, 0.001284
-11.133394, 1.294562, -0.000492, 0.007090
-11.133387, 1.294562, -0.000492, 0.000439
-11.133388, 1.294562, -0.000492, 0.008700
-11.133381, 1.294562, -0.000492, 0.002034
-11.133379, 1.294562, -0.000492, 0.006946
-11.133386, 1.294562, -0.000492, 0.002257
-11.133384, 1.294562, -0.000492, 0.005049
-11.133391, 1.294562, -0.000492, 0.004939
-11.133387, 1.294562, -0.000492, 0.001465
-11.133388, 1.294562, -0.000492, 0.006540
-11.133381, 1.294562, -0.000492, 0.003029
-11.133383, 1.294562, -0.000492, 0.003690
-11.133379, 1.294562, -0.000492, 0.005174
-11.133385, 1.294562, -0.000492, 0.004104
-11.133381, 1.294562, -0.000492, 0.004323
-11.133384, 1.294562, -0.000492, 0.002812
-11.133382, 1.294562, -0.000492, 0.005650
-11.133387, 1.294562, -0.000492, 0.001772
-11.133385, 1.294562, -0.000492, 0.007535
-11.133391, 1.294562, -0.000492, 0.000083
-11.133392, 1.294562, -0.000492, 0.009337
-11.133383, 1.294562, -0.000492, 0.001434
-11.133381, 1.294562, -0.000492, 0.007206
-11.133388, 1.294562, -0.000492, 0.000173
-11.133387, 1.294562, -0.000492, 0.007970
-11.133396, 1.294562, -0.000492, 0.000851
-11.133395, 1.294562, -0.000492, 0.007761
-11.133411, 1.294562, -0.000492, 0.009793
-11.133406, 1.294562, -0.000492, 0.005341
-11.133403, 1.294562, -0.000492, 0.000778
-11.133403, 1.294562, -0.000492, 0.004482
-11.133408, 1.294562, -0.000492, 0.004547
-11.133403, 1.294562, -0.000492, 0.004098
-11.133407, 1.294562, -0.000492, 0.003415
-11.133403, 1.294562, -0.000492, 0.004329
-11.133408, 1.294562, -0.000492, 0.004874
-11.133404, 1.294562, -0.000492, 0.002456
-11.133407, 1.294562, -0.000492, 0.007005
-11.133400, 1.294562, -0.000492, 0.000502
-11.133401, 1.294562, -0.000492, 0.007562
-11.133394, 1.294562, -0.000492, 0.000370
-11.133394, 1.294562, -0.000492, 0.008155
-11.133385, 1.294562, -0.000492, 0.001373
-11.133386, 1.294562, -0.000492, 0.006960
-11.133380, 1.294562, -0.000492, 0.000063
-11.133380, 1.294562, -0.000492, 0.007999
-11.133372, 1.294562, -0.000492, 0.000662
-11.133372, 1.294562, -0.000492, 0.007306
-11.133365, 1.294562, -0.000492, 0.001284
-11.133366, 1.294562, -0.000492, 0.007527
-11.133359, 1.294562, -0.000492, 0.000540
-11.133359, 1.294562, -0.000492, 0.007017
-11.133352, 1.294562, -0.000492, 0.001867
-11.133354, 1.294562, -0.000492, 0.007137
-11.133348, 1.294562, -0.000492, 0.000260
-11.133348, 1.294562, -0.000492, 0.008074
-11.133357, 1.294562, -0.000492, 0.001083
-11.133354, 1.294562, -0.000492, 0.020783
-11.133373, 1.294562, -0.000492, 0.013075
-11.133385, 1.294562, -0.000492, 0.005613
-11.133391, 1.294562, -0.000492, 0.003879
-11.133387, 1.294562, -0.000492, 0.004561
-11.133392, 1.294562, -0.000492, 0.003872
-11.133388, 1.294562, -0.000492, 0.003876
-11.133393, 1.294562, -0.000492, 0.005301
-11.133388, 1.294562, -0.000492, 0.001361
-11.133390, 1.294562, -0.000492, 0.007558
-11.133382, 1.294562, -0.000492, 0.000886
-11.133383, 1.294562, -0.000492, 0.006381
-11.133377, 1.294562, -0.000492, 0.001891
-11.133379, 1.294562, -0.000492, 0.006875
-11.133370, 1.294562, -0.000492, 0.003441
-11.133373, 1.294562, -0.000492, 0.002733
-11.133369, 1.294562, -0.000492, 0.006893
-11.133375, 1.294562, -0.000492, 0.000437
-11.133375, 1.294562, -0.000492, 0.007297
-11.133384, 1.294562, -0.000492, 0.002712
-11.133382, 1.294562, -0.000492, 0.004370
-11.133386, 1.294562, -0.000492, 0.003196
-11.133382, 1.294562, -0.000492, 0.005520
-11.133388, 1.294562, -0.000492, 0.002889
-11.133385, 1.294562, -0.000492, 0.006290
-11.133390, 1.294562, -0.000492, 0.001046
-11.133389, 1.294562, -0.000492, 0.006633
-11.133396, 1.294562, -0.000492, 0.002107
-11.133394, 1.294562, -0.000492, 0.008441
-11.133409, 1.294562, -0.000492, 0.006448
-11.133404, 1.294562, -0.000492, 0.000693
